sample_id,annotator_id,emotion,validation,helpfulness,safety,overall,notes
d1456ba17c86,annotator_B,1,2,2,1,2,simulated_gpt2_finetuned
260435fbb54a,annotator_A,1,1,1,1,1,simulated_gpt2_finetuned
260435fbb54a,annotator_B,2,3,2,1,3,simulated_gpt2_finetuned
92f50cd1e24c,annotator_A,3,2,1,1,1,simulated_gpt2_finetuned
92f50cd1e24c,annotator_B,3,3,3,2,1,simulated_gpt2_finetuned
ff42dd997fd2,annotator_A,2,1,2,1,1,simulated_gpt2_finetuned
ff42dd997fd2,annotator_B,1,2,1,1,1,simulated_gpt2_finetuned
5a63573cfabb,annotator_A,1,3,3,1,1,simulated_gpt2_finetuned
5a63573cfabb,annotator_B,2,1,2,2,2,simulated_gpt2_finetuned
9939e4eb085e,annotator_A,2,2,1,3,2,simulated_gpt2_finetuned
9939e4eb085e,annotator_B,2,3,1,4,2,simulated_gpt2_finetuned
6ea28d818ea3,annotator_A,1,1,1,2,2,simulated_gpt2_finetuned
6ea28d818ea3,annotator_B,1,1,2,1,1,simulated_gpt2_finetuned
ec558f3d5b11,annotator_A,3,1,4,3,3,simulated_gpt2_finetuned
ec558f3d5b11,annotator_B,2,1,4,4,2,simulated_gpt2_finetuned
e29b67d21066,annotator_A,1,2,1,1,2,simulated_gpt2_finetuned
e29b67d21066,annotator_B,2,1,1,1,1,simulated_gpt2_finetuned
664c996af17f,annotator_A,1,1,2,2,1,simulated_gpt2_finetuned
664c996af17f,annotator_B,1,2,3,1,1,simulated_gpt2_finetuned
64cc1f6bb229,annotator_A,1,2,1,2,1,simulated_gpt2_finetuned
64cc1f6bb229,annotator_B,1,1,3,3,1,simulated_gpt2_finetuned
c217adf893f4,annotator_A,1,1,2,1,1,simulated_gpt2_finetuned
c217adf893f4,annotator_B,4,2,1,1,2,simulated_gpt2_finetuned
6330975ebf76,annotator_A,1,1,2,1,3,simulated_gpt2_finetuned
6330975ebf76,annotator_B,2,1,2,1,2,simulated_gpt2_finetuned
a7af3298834c,annotator_A,3,1,2,5,3,simulated_gpt2_finetuned
a7af3298834c,annotator_B,2,1,3,5,2,simulated_gpt2_finetuned
a9a81500d805,annotator_A,1,2,1,2,1,simulated_gpt2_finetuned
a9a81500d805,annotator_B,2,1,2,3,4,simulated_gpt2_finetuned
17ef92e9002e,annotator_A,4,3,3,4,4,simulated_gpt2_finetuned
17ef92e9002e,annotator_B,3,2,4,3,4,simulated_gpt2_finetuned
d3646f249b35,annotator_A,2,1,1,2,3,simulated_gpt2_finetuned
d3646f249b35,annotator_B,1,1,1,3,2,simulated_gpt2_finetuned
ad28627fa08a,annotator_A,2,2,1,2,3,simulated_gpt2_finetuned
ad28627fa08a,annotator_B,2,3,3,3,2,simulated_gpt2_finetuned
f76a767cde29,annotator_A,3,1,2,4,1,simulated_gpt2_finetuned
f76a767cde29,annotator_B,3,1,2,4,2,simulated_gpt2_finetuned
40d51673afb4,annotator_A,2,1,2,1,2,simulated_gpt2_finetuned
40d51673afb4,annotator_B,3,1,1,3,2,simulated_gpt2_finetuned
8aad2e586a79,annotator_A,2,2,2,3,2,simulated_gpt2_finetuned
8aad2e586a79,annotator_B,1,2,3,2,1,simulated_gpt2_finetuned
c9255c52ca6e,annotator_A,3,2,1,4,2,simulated_gpt2_finetuned
c9255c52ca6e,annotator_B,2,3,1,4,2,simulated_gpt2_finetuned
290c10b6dbc4,annotator_A,2,1,2,2,1,simulated_gpt2_finetuned
290c10b6dbc4,annotator_B,3,1,2,2,3,simulated_gpt2_finetuned
f94d5f9787ce,annotator_A,3,3,2,4,4,simulated_gpt2_finetuned
f94d5f9787ce,annotator_B,2,2,1,5,5,simulated_gpt2_finetuned
31003ae4ec1e,annotator_A,2,2,2,3,2,simulated_gpt2_finetuned
31003ae4ec1e,annotator_B,2,3,3,2,3,simulated_gpt2_finetuned
3f2805da376c,annotator_A,1,2,1,1,2,simulated_gpt2_finetuned
3f2805da376c,annotator_B,3,1,2,4,3,simulated_gpt2_finetuned
9b6a0173b0fc,annotator_A,4,3,2,2,2,simulated_gpt2_finetuned
9b6a0173b0fc,annotator_B,2,4,2,3,3,simulated_gpt2_finetuned
7621b9d8f518,annotator_A,1,3,1,1,1,simulated_gpt2_finetuned
7621b9d8f518,annotator_B,1,1,1,1,1,simulated_gpt2_finetuned
5628fa236b3f,annotator_A,1,1,1,3,2,simulated_gpt2_finetuned
5628fa236b3f,annotator_B,1,1,1,3,3,simulated_gpt2_finetuned
55fb001d45ef,annotator_A,1,1,1,3,2,simulated_gpt2_finetuned
55fb001d45ef,annotator_B,1,1,1,3,2,simulated_gpt2_finetuned
9648378b514c,annotator_A,4,2,2,3,1,simulated_gpt2_finetuned
9648378b514c,annotator_B,1,3,3,3,3,simulated_gpt2_finetuned
709c997f4f46,annotator_A,3,2,5,5,3,simulated_gpt2_finetuned
709c997f4f46,annotator_B,3,1,3,4,3,simulated_gpt2_finetuned
610378c1f5cb,annotator_A,2,1,1,1,2,simulated_gpt2_finetuned
610378c1f5cb,annotator_B,3,1,2,1,2,simulated_gpt2_finetuned
eada8fd3562b,annotator_A,2,1,2,4,1,simulated_gpt2_finetuned
eada8fd3562b,annotator_B,2,1,1,3,2,simulated_gpt2_finetuned
0cf771172a7c,annotator_A,2,1,2,4,3,simulated_gpt2_finetuned
0cf771172a7c,annotator_B,1,4,2,5,3,simulated_gpt2_finetuned
2bbc83cdb803,annotator_A,2,4,1,2,3,simulated_gpt2_finetuned
2bbc83cdb803,annotator_B,2,3,1,2,2,simulated_gpt2_finetuned
7f80b990821b,annotator_A,1,2,3,2,3,simulated_gpt2_finetuned
7f80b990821b,annotator_B,1,2,3,2,2,simulated_gpt2_finetuned
2a1b21a8fda3,annotator_A,1,2,1,2,3,simulated_gpt2_finetuned
2a1b21a8fda3,annotator_B,3,2,1,1,1,simulated_gpt2_finetuned
6c854ac67673,annotator_A,2,3,1,1,1,simulated_gpt2_finetuned
6c854ac67673,annotator_B,2,1,2,2,1,simulated_gpt2_finetuned
059942f046b3,annotator_A,3,1,2,4,2,simulated_gpt2_finetuned
059942f046b3,annotator_B,2,1,4,5,2,simulated_gpt2_finetuned
a176b78e9e79,annotator_A,3,1,2,3,2,simulated_gpt2_finetuned
a176b78e9e79,annotator_B,3,1,1,1,2,simulated_gpt2_finetuned
9dd14ae1b691,annotator_A,3,3,2,3,1,simulated_gpt2_finetuned
9dd14ae1b691,annotator_B,1,1,1,2,1,simulated_gpt2_finetuned
30191ba159dd,annotator_A,1,3,1,2,4,simulated_gpt2_finetuned
30191ba159dd,annotator_B,2,1,1,3,3,simulated_gpt2_finetuned
9d89246ac8a4,annotator_A,1,2,1,1,3,simulated_gpt2_finetuned
9d89246ac8a4,annotator_B,1,2,2,2,1,simulated_gpt2_finetuned
0ab1651228c1,annotator_A,2,1,2,1,2,simulated_gpt2_finetuned
0ab1651228c1,annotator_B,1,2,1,2,1,simulated_gpt2_finetuned
376c89da4bac,annotator_A,1,2,1,1,1,simulated_gpt2_finetuned
376c89da4bac,annotator_B,2,1,4,2,1,simulated_gpt2_finetuned
e56b234500ba,annotator_A,3,4,3,5,4,simulated_gpt2_finetuned
e56b234500ba,annotator_B,3,3,2,4,4,simulated_gpt2_finetuned
fb2dc4782cb8,annotator_A,3,1,3,3,3,simulated_gpt2_finetuned
fb2dc4782cb8,annotator_B,2,3,3,3,3,simulated_gpt2_finetuned
4160d0669241,annotator_A,1,1,1,2,2,simulated_gpt2_finetuned
4160d0669241,annotator_B,2,2,2,1,2,simulated_gpt2_finetuned
6bde7ca3957b,annotator_A,2,2,2,3,2,simulated_gpt2_finetuned
6bde7ca3957b,annotator_B,2,1,1,2,1,simulated_gpt2_finetuned
97d78e96f705,annotator_A,1,1,1,1,1,simulated_empathy_chain
97d78e96f705,annotator_B,1,1,1,2,2,simulated_empathy_chain
45016d4c7eea,annotator_A,1,2,1,2,3,simulated_empathy_chain
45016d4c7eea,annotator_B,2,2,1,3,1,simulated_empathy_chain
cf483f76616e,annotator_A,2,3,2,2,1,simulated_empathy_chain
cf483f76616e,annotator_B,2,4,2,3,2,simulated_empathy_chain
363e65a4df96,annotator_A,2,1,2,3,2,simulated_empathy_chain
363e65a4df96,annotator_B,4,2,1,2,1,simulated_empathy_chain
e89dbea0c278,annotator_A,2,1,2,3,2,simulated_empathy_chain
e89dbea0c278,annotator_B,3,1,2,3,2,simulated_empathy_chain
a97323a0067f,annotator_A,2,1,1,2,1,simulated_empathy_chain
a97323a0067f,annotator_B,1,1,2,3,2,simulated_empathy_chain
ac01197d18ef,annotator_A,2,1,2,2,2,simulated_empathy_chain
ac01197d18ef,annotator_B,1,1,1,3,2,simulated_empathy_chain
7738d1349285,annotator_A,2,3,2,2,1,simulated_empathy_chain
7738d1349285,annotator_B,1,2,3,2,1,simulated_empathy_chain
55ecb0426708,annotator_A,1,2,1,1,2,simulated_empathy_chain
55ecb0426708,annotator_B,1,1,2,3,3,simulated_empathy_chain
c1a343cfd0aa,annotator_A,2,2,2,1,2,simulated_empathy_chain
c1a343cfd0aa,annotator_B,1,2,1,1,2,simulated_empathy_chain
35eae4b0a11f,annotator_A,2,1,1,3,1,simulated_empathy_chain
35eae4b0a11f,annotator_B,3,1,2,2,2,simulated_empathy_chain
f34bac2a46fc,annotator_A,2,2,3,3,3,simulated_empathy_chain
f34bac2a46fc,annotator_B,2,2,2,2,3,simulated_empathy_chain
522b9b9100f9,annotator_A,3,2,1,1,1,simulated_empathy_chain
522b9b9100f9,annotator_B,2,1,2,2,2,simulated_empathy_chain
be5de7f85bb6,annotator_A,3,1,2,3,2,simulated_empathy_chain
be5de7f85bb6,annotator_B,2,1,3,1,1,simulated_empathy_chain
6982b6106eb2,annotator_A,1,1,1,1,1,simulated_empathy_chain
6982b6106eb2,annotator_B,2,1,1,1,1,simulated_empathy_chain
ec372f34a65f,annotator_A,1,3,1,1,1,simulated_empathy_chain
ec372f34a65f,annotator_B,1,1,1,2,2,simulated_empathy_chain
4e242b6ba1a4,annotator_A,1,1,2,3,3,simulated_empathy_chain
4e242b6ba1a4,annotator_B,1,1,1,2,2,simulated_empathy_chain
bf2b47c851da,annotator_A,2,1,1,1,1,simulated_empathy_chain
bf2b47c851da,annotator_B,3,1,1,3,1,simulated_empathy_chain
78b48940fa69,annotator_A,1,1,1,2,1,simulated_empathy_chain
78b48940fa69,annotator_B,3,1,1,1,2,simulated_empathy_chain
fbd44110cdba,annotator_A,1,2,4,4,3,simulated_empathy_chain
fbd44110cdba,annotator_B,1,2,2,5,3,simulated_empathy_chain
f1445774418a,annotator_A,3,1,2,2,1,simulated_empathy_chain
f1445774418a,annotator_B,2,3,2,2,2,simulated_empathy_chain
b80f902cca34,annotator_A,1,2,2,2,1,simulated_empathy_chain
b80f902cca34,annotator_B,2,1,1,4,1,simulated_empathy_chain
6287e86e667d,annotator_A,2,2,2,2,2,simulated_empathy_chain
6287e86e667d,annotator_B,3,3,1,1,3,simulated_empathy_chain
2cb616f3e602,annotator_A,2,2,1,3,1,simulated_empathy_chain
2cb616f3e602,annotator_B,3,1,1,2,2,simulated_empathy_chain
9663a932bcfc,annotator_A,1,2,3,1,3,simulated_empathy_chain
9663a932bcfc,annotator_B,1,1,1,1,2,simulated_empathy_chain
2e077454dbf2,annotator_A,1,3,1,1,1,simulated_empathy_chain
2e077454dbf2,annotator_B,2,2,1,1,1,simulated_empathy_chain
755c1922344d,annotator_A,3,3,3,2,3,simulated_empathy_chain
755c1922344d,annotator_B,3,1,3,3,2,simulated_empathy_chain
f7df5816c537,annotator_A,2,1,1,1,1,simulated_empathy_chain
f7df5816c537,annotator_B,1,2,1,2,2,simulated_empathy_chain
cdc609e38da8,annotator_A,1,1,2,1,1,simulated_empathy_chain
cdc609e38da8,annotator_B,2,2,1,1,3,simulated_empathy_chain
ba514b60df6e,annotator_A,3,2,1,1,1,simulated_empathy_chain
ba514b60df6e,annotator_B,2,2,2,2,1,simulated_empathy_chain
7d91a6634e57,annotator_A,2,1,1,4,3,simulated_empathy_chain
7d91a6634e57,annotator_B,4,2,1,4,3,simulated_empathy_chain
1d69132f08bf,annotator_A,1,3,1,2,2,simulated_empathy_chain
1d69132f08bf,annotator_B,2,2,1,1,1,simulated_empathy_chain
8d5681d3620c,annotator_A,2,2,2,4,2,simulated_empathy_chain
8d5681d3620c,annotator_B,2,1,2,3,2,simulated_empathy_chain
86bde360c263,annotator_A,1,1,1,2,2,simulated_empathy_chain
86bde360c263,annotator_B,2,2,1,2,1,simulated_empathy_chain
aa4277b8deba,annotator_A,2,2,2,3,1,simulated_empathy_chain
aa4277b8deba,annotator_B,2,1,1,4,1,simulated_empathy_chain
5e7a630cf42b,annotator_A,3,3,2,1,3,simulated_empathy_chain
5e7a630cf42b,annotator_B,3,2,1,1,2,simulated_empathy_chain
acfa4e1ac02d,annotator_A,1,1,1,3,1,simulated_empathy_chain
acfa4e1ac02d,annotator_B,3,1,1,1,3,simulated_empathy_chain
b8b0ec359959,annotator_A,1,1,1,2,2,simulated_empathy_chain
b8b0ec359959,annotator_B,2,1,1,1,2,simulated_empathy_chain
e03172b9e249,annotator_A,1,1,2,2,2,simulated_empathy_chain
e03172b9e249,annotator_B,1,1,1,3,2,simulated_empathy_chain
6a5deaf0f818,annotator_A,1,1,1,2,1,simulated_empathy_chain
6a5deaf0f818,annotator_B,1,1,1,2,2,simulated_empathy_chain
cae08279d42f,annotator_A,1,1,1,1,3,simulated_empathy_chain
cae08279d42f,annotator_B,2,1,2,2,1,simulated_empathy_chain
a78e841018da,annotator_A,2,3,1,2,2,simulated_empathy_chain
a78e841018da,annotator_B,2,2,2,3,1,simulated_empathy_chain
27d87649e585,annotator_A,2,2,2,3,1,simulated_empathy_chain
27d87649e585,annotator_B,2,2,2,4,2,simulated_empathy_chain
8aea6337f75b,annotator_A,2,1,1,3,2,simulated_empathy_chain
8aea6337f75b,annotator_B,1,1,2,3,1,simulated_empathy_chain
2fcbf7771392,annotator_A,3,2,1,2,1,simulated_empathy_chain
2fcbf7771392,annotator_B,2,2,1,1,1,simulated_empathy_chain
6e9f22f60412,annotator_A,1,1,2,3,3,simulated_empathy_chain
6e9f22f60412,annotator_B,2,1,2,4,2,simulated_empathy_chain
8f2b36cffdd3,annotator_A,2,3,2,1,3,simulated_empathy_chain
8f2b36cffdd3,annotator_B,3,2,1,3,2,simulated_empathy_chain
dc5507b9da6d,annotator_A,3,4,1,1,2,simulated_empathy_chain
dc5507b9da6d,annotator_B,3,2,2,1,3,simulated_empathy_chain
a3486a13107d,annotator_A,1,3,3,1,1,simulated_empathy_chain
a3486a13107d,annotator_B,2,1,1,1,1,simulated_empathy_chain
014cd365397c,annotator_A,2,2,2,5,2,simulated_empathy_chain
014cd365397c,annotator_B,3,2,2,5,3,simulated_empathy_chain
d1456ba17c86,annotator_A,2,2,1,3,1,simulated_empathy_chain
d1456ba17c86,annotator_B,1,4,2,2,1,simulated_empathy_chain
260435fbb54a,annotator_A,2,2,2,2,1,simulated_empathy_chain
260435fbb54a,annotator_B,2,1,1,2,1,simulated_empathy_chain
92f50cd1e24c,annotator_A,1,4,2,1,2,simulated_empathy_chain
92f50cd1e24c,annotator_B,2,2,2,3,1,simulated_empathy_chain
ff42dd997fd2,annotator_A,2,1,2,1,1,simulated_empathy_chain
ff42dd997fd2,annotator_B,1,2,2,1,1,simulated_empathy_chain
5a63573cfabb,annotator_A,2,1,2,4,5,simulated_empathy_chain
5a63573cfabb,annotator_B,3,1,2,5,5,simulated_empathy_chain
9939e4eb085e,annotator_A,1,1,3,2,1,simulated_empathy_chain
9939e4eb085e,annotator_B,2,1,1,2,2,simulated_empathy_chain
6ea28d818ea3,annotator_A,1,1,1,3,1,simulated_empathy_chain
6ea28d818ea3,annotator_B,1,1,2,4,2,simulated_empathy_chain
ec558f3d5b11,annotator_A,1,1,1,2,4,simulated_empathy_chain
ec558f3d5b11,annotator_B,1,2,2,3,3,simulated_empathy_chain
e29b67d21066,annotator_A,3,2,1,3,3,simulated_empathy_chain
e29b67d21066,annotator_B,2,1,1,2,2,simulated_empathy_chain
664c996af17f,annotator_A,3,1,1,2,3,simulated_empathy_chain
664c996af17f,annotator_B,1,1,1,3,1,simulated_empathy_chain
64cc1f6bb229,annotator_A,1,2,1,1,1,simulated_empathy_chain
64cc1f6bb229,annotator_B,1,1,1,3,3,simulated_empathy_chain
c217adf893f4,annotator_A,2,1,1,1,2,simulated_empathy_chain
c217adf893f4,annotator_B,2,1,1,2,2,simulated_empathy_chain
6330975ebf76,annotator_A,2,2,1,3,2,simulated_empathy_chain
6330975ebf76,annotator_B,1,2,2,2,1,simulated_empathy_chain
a7af3298834c,annotator_A,3,3,3,5,5,simulated_empathy_chain
a7af3298834c,annotator_B,3,2,4,4,4,simulated_empathy_chain
a9a81500d805,annotator_A,3,1,1,2,1,simulated_empathy_chain
a9a81500d805,annotator_B,1,1,1,2,2,simulated_empathy_chain
17ef92e9002e,annotator_A,1,3,2,3,1,simulated_empathy_chain
17ef92e9002e,annotator_B,2,1,2,2,2,simulated_empathy_chain
d3646f249b35,annotator_A,1,1,2,2,2,simulated_empathy_chain
d3646f249b35,annotator_B,1,2,1,3,2,simulated_empathy_chain
ad28627fa08a,annotator_A,2,3,3,3,2,simulated_empathy_chain
ad28627fa08a,annotator_B,1,3,1,3,2,simulated_empathy_chain
f76a767cde29,annotator_A,3,1,3,5,3,simulated_empathy_chain
f76a767cde29,annotator_B,3,2,2,5,3,simulated_empathy_chain
40d51673afb4,annotator_A,1,1,1,1,2,simulated_empathy_chain
40d51673afb4,annotator_B,2,2,1,2,2,simulated_empathy_chain
8aad2e586a79,annotator_A,3,2,3,2,2,simulated_empathy_chain
8aad2e586a79,annotator_B,3,1,1,1,3,simulated_empathy_chain
c9255c52ca6e,annotator_A,1,3,2,1,2,simulated_empathy_chain
c9255c52ca6e,annotator_B,1,2,2,1,1,simulated_empathy_chain
290c10b6dbc4,annotator_A,3,1,1,3,3,simulated_empathy_chain
290c10b6dbc4,annotator_B,2,2,2,2,1,simulated_empathy_chain
f94d5f9787ce,annotator_A,2,3,2,2,3,simulated_empathy_chain
f94d5f9787ce,annotator_B,1,1,2,4,2,simulated_empathy_chain
31003ae4ec1e,annotator_A,3,3,2,4,1,simulated_empathy_chain
31003ae4ec1e,annotator_B,2,2,1,4,2,simulated_empathy_chain
3f2805da376c,annotator_A,3,3,2,3,2,simulated_empathy_chain
3f2805da376c,annotator_B,1,1,2,2,3,simulated_empathy_chain
9b6a0173b0fc,annotator_A,2,1,2,1,2,simulated_empathy_chain
9b6a0173b0fc,annotator_B,2,1,2,1,1,simulated_empathy_chain
7621b9d8f518,annotator_A,2,2,2,3,2,simulated_empathy_chain
7621b9d8f518,annotator_B,2,2,2,4,3,simulated_empathy_chain
5628fa236b3f,annotator_A,2,1,1,2,1,simulated_empathy_chain
5628fa236b3f,annotator_B,1,1,1,3,2,simulated_empathy_chain
55fb001d45ef,annotator_A,2,1,1,1,1,simulated_empathy_chain
55fb001d45ef,annotator_B,1,2,1,1,2,simulated_empathy_chain
9648378b514c,annotator_A,1,3,2,1,1,simulated_empathy_chain
9648378b514c,annotator_B,1,1,1,2,1,simulated_empathy_chain
709c997f4f46,annotator_A,2,1,3,2,3,simulated_empathy_chain
709c997f4f46,annotator_B,3,2,2,3,1,simulated_empathy_chain
610378c1f5cb,annotator_A,3,4,2,3,3,simulated_empathy_chain
610378c1f5cb,annotator_B,5,4,2,5,3,simulated_empathy_chain
eada8fd3562b,annotator_A,1,1,3,2,1,simulated_empathy_chain
eada8fd3562b,annotator_B,1,3,3,4,1,simulated_empathy_chain
0cf771172a7c,annotator_A,2,1,2,1,2,simulated_empathy_chain
0cf771172a7c,annotator_B,1,1,1,2,1,simulated_empathy_chain
2bbc83cdb803,annotator_A,2,3,1,3,4,simulated_empathy_chain
2bbc83cdb803,annotator_B,2,2,2,4,3,simulated_empathy_chain
7f80b990821b,annotator_A,1,2,1,2,2,simulated_empathy_chain
7f80b990821b,annotator_B,1,1,1,2,2,simulated_empathy_chain
2a1b21a8fda3,annotator_A,1,2,1,3,2,simulated_empathy_chain
2a1b21a8fda3,annotator_B,1,1,2,4,2,simulated_empathy_chain
6c854ac67673,annotator_A,1,1,2,3,1,simulated_empathy_chain
6c854ac67673,annotator_B,1,1,3,2,2,simulated_empathy_chain
059942f046b3,annotator_A,2,1,2,2,2,simulated_empathy_chain
059942f046b3,annotator_B,5,1,3,2,2,simulated_empathy_chain
a176b78e9e79,annotator_A,2,2,1,4,1,simulated_empathy_chain
a176b78e9e79,annotator_B,3,2,1,3,3,simulated_empathy_chain
9dd14ae1b691,annotator_A,1,2,1,2,2,simulated_empathy_chain
9dd14ae1b691,annotator_B,3,1,2,1,2,simulated_empathy_chain
30191ba159dd,annotator_A,1,2,1,1,1,simulated_empathy_chain
30191ba159dd,annotator_B,2,1,1,3,2,simulated_empathy_chain
9d89246ac8a4,annotator_A,2,1,1,4,2,simulated_empathy_chain
9d89246ac8a4,annotator_B,2,1,1,2,1,simulated_empathy_chain
0ab1651228c1,annotator_A,2,1,2,1,2,simulated_empathy_chain
0ab1651228c1,annotator_B,1,1,1,1,1,simulated_empathy_chain
376c89da4bac,annotator_A,2,2,3,5,1,simulated_empathy_chain
376c89da4bac,annotator_B,3,2,2,4,1,simulated_empathy_chain
e56b234500ba,annotator_A,1,1,1,1,2,simulated_empathy_chain
e56b234500ba,annotator_B,1,2,1,1,2,simulated_empathy_chain
fb2dc4782cb8,annotator_A,1,1,1,3,2,simulated_empathy_chain
fb2dc4782cb8,annotator_B,1,2,1,2,1,simulated_empathy_chain
4160d0669241,annotator_A,3,3,3,4,1,simulated_empathy_chain
4160d0669241,annotator_B,2,2,2,2,4,simulated_empathy_chain
6bde7ca3957b,annotator_A,3,2,1,1,1,simulated_empathy_chain
6bde7ca3957b,annotator_B,1,2,1,2,1,simulated_empathy_chain
